item_type_id,customer_id,lifetime
340,45,228.136
345,45,191.19299999999998
345,45,192.199
340,45,186.25400000000002
340,45,228.147
340,45,228.147
340,45,228.147
340,45,186.25400000000002
340,45,186.255
340,45,186.255
340,45,186.25400000000002
340,45,228.137
340,45,228.188
340,45,186.27300000000002
340,45,228.165
340,45,186.272
340,45,228.206
340,45,228.206
340,45,228.206
340,45,248.064
340,45,228.165
340,45,228.165
345,45,232.95
340,45,228.165
340,45,228.206
340,45,228.206
340,45,228.206
340,45,186.273
361,45,197.911
340,45,228.206
340,45,228.206
340,45,228.206
340,45,228.215
340,45,228.174
340,45,248.07299999999998
340,45,186.282
340,45,228.215
340,45,228.174
340,45,228.215
340,45,248.073
340,45,228.174
340,45,228.215
340,45,228.215
340,45,228.174
340,45,186.3
340,45,228.174
345,45,233.082
340,45,228.234
340,45,228.234
340,45,186.301
340,45,228.174
340,45,228.193
340,45,228.193
340,45,228.193
340,45,228.193
340,45,228.193
340,45,305.18100000000004
340,45,186.3
340,45,186.29999999999998
340,45,228.234
340,45,248.088
279,32,91.054
340,45,186.3
340,45,251.917
340,45,232.02100000000002
340,45,232.058
340,45,232.058
340,45,232.058
340,45,251.913
340,45,248.01999999999998
340,45,232.018
340,45,232.061
340,45,232.061
340,45,232.058
340,45,232.061
340,45,232.018
340,45,232.02100000000002
340,45,309.005
340,45,251.91899999999998
340,45,232.061
340,45,232.061
340,45,228.166
340,45,232.02100000000002
340,45,232.02100000000002
340,45,232.02100000000002
340,45,232.061
340,45,186.222
340,45,232.02100000000002
340,45,232.09
340,45,232.09
340,45,190.157
340,45,309.037
340,45,232.04899999999998
340,45,232.062
340,45,232.049
340,45,190.156
340,45,190.157
340,45,232.08999999999997
340,45,232.049
340,45,232.09
340,45,232.05100000000002
340,45,232.09199999999998
340,45,190.159
340,45,232.092
340,45,190.126
340,45,232.05100000000002
340,45,252.021
340,45,232.058
345,45,309.882
340,45,190.22899999999998
340,45,232.05100000000002
340,45,232.122
340,45,232.09199999999998
340,45,232.1
340,45,232.16299999999998
340,45,232.141
340,45,232.141
340,45,232.1
340,45,232.141
340,45,232.141
340,45,232.122
340,45,232.1
340,45,232.1
340,45,232.16299999999998
340,45,232.141
355,45,199.05700000000002
340,45,232.141
340,45,232.1
340,45,232.141
340,45,232.162
352,45,318.117
340,45,232.122
279,32,99.01899999999999
340,45,232.162
340,45,252.012
340,45,232.061
340,45,232.16299999999998
340,45,232.162
340,45,232.106
340,45,232.146
340,45,252.02
340,45,252.00400000000002
340,45,190.21300000000002
289,32,58.852000000000004
340,45,190.214
340,45,252.005
340,45,251.99599999999998
340,45,232.106
345,45,274.91
340,45,232.147
340,45,232.147
340,45,190.213
340,45,190.21300000000002
340,45,252.00400000000002
340,45,190.229
340,45,232.16199999999998
340,45,232.106
340,45,232.16299999999998
340,45,232.16299999999998
340,45,232.16299999999998
340,45,190.23
340,45,252.021
340,45,190.23
340,45,232.16299999999998
340,45,232.16299999999998
340,45,232.122
340,45,232.162
340,45,232.162
340,45,232.16299999999998
340,45,190.23000000000002
345,45,232.13
340,45,232.162
340,45,232.16299999999998
340,45,248.031
345,45,232.163
345,45,232.158
345,45,190.261
345,45,232.20999999999998
352,45,316.17600000000004
345,45,232.167
345,45,232.158
345,45,190.262
340,45,305.181
344,45,311.86199999999997
345,45,191.00099999999998
345,45,232.95
340,45,305.102
345,45,232.898
345,45,232.91
345,45,232.898
345,45,232.898
345,45,232.95
340,45,186.232
345,45,232.907
340,45,228.15500000000003
345,45,232.90099999999998
340,45,232.09199999999998
345,45,232.95299999999997
284,32,72.76
345,45,232.91
278,32,96.003
345,45,232.95299999999997
281,32,91.018
281,32,95.9
340,45,186.221
340,45,309.087
345,45,252.83
345,45,191.027
345,45,232.924
340,45,186.272
279,32,108.952
345,45,232.976
284,32,72.76
345,45,191.027
345,45,232.976
345,45,191.02800000000002
345,45,232.924
345,45,191.027
279,32,108.952
340,45,186.222
345,45,232.976
283,32,19.014000000000003
345,45,252.834
284,32,72.76
345,45,232.948
283,32,19.014000000000003
345,45,191.043
340,45,248.022
340,45,248.069
345,45,232.942
345,45,252.819
345,45,233.073
352,45,318.098
352,45,199.24599999999998
345,45,233.125
345,45,252.928
345,45,233.08100000000002
345,45,233.037
345,45,233.073
340,45,232.058
345,45,191.141
345,45,191.14
286,32,72.759
340,45,252.005
340,45,232.16299999999998
345,45,191.176
340,45,251.912
340,45,232.16299999999998
287,32,72.75699999999999
345,45,233.052
345,45,197.978
345,45,197.935
283,32,19.008000000000003
340,45,228.16299999999998
283,32,119.168
271,32,115.915
345,45,233.09
340,45,309.109
340,45,248.08800000000002
345,45,233.082
344,45,275.053
345,45,233.09
340,45,190.22899999999998
345,45,233.14100000000002
345,45,310.088
345,45,233.105
345,45,233.113
344,45,198.013
345,45,233.124
340,45,190.22899999999998
345,45,233.115
345,45,233.136
345,45,233.17899999999997
